id_livro,titulo,autor,isbn,genero,editora,ano
4328,Dados cidade,Bruna Fogaça,978-6739927166,Infantil,Editora Ribeiro,1986
4329,Historia dados luz,Nina Ramos,978-8898648667,Romance,Editora Souza,1961
4330,Sombra sombra silencio mar,Dom da Mata,978-6037916859,Romance,Editora Costa,1988
4331,Leitura sonho,Esther Rodrigues,978-5689542396,Historia,Editora Gomes,1982
4332,Mar leitura,Bryan Duarte,978-5837604445,Romance,Editora Almeida,1963
4333,Sonho leitura,Joana Cirino,978-7828728762,Historia,Editora Ribeiro,2021
4334,Cidade sombra,Maria Júlia Nogueira,978-4000554270,Fantasia,Editora Carvalho,1983
4335,Mundo luz cidade,Larissa Fogaça,978-4151520632,Historia,Editora Ribeiro,2001
4336,Mar sonho mundo luz,Carolina Pastor,978-9550400966,Infantil,Editora Costa,2009
4337,Luz cidade leitura,Sophie Teixeira,978-8697587085,Romance,Editora Pereira,2008
4338,Mundo leitura memoria vento,Eloá Souza,978-3318976175,Infantil,Editora Oliveira,1981
4339,Sombra cidade,Allana Mendonça,978-3202308865,Ficcao Cientifica,Editora Souza,1992
4340,Tempo sonho sonho,Valentim Monteiro,978-6237393926,Fantasia,Editora Carvalho,2007
4341,Vento memoria dados,Srta. Melina Fernandes,978-5737330369,Biografia,Editora Almeida,2019
4342,Sombra leitura mundo sombra,Yuri Duarte,978-2159724959,Romance,Editora Almeida,2022
4343,Sombra mundo,Gael Henrique Cardoso,978-7467106715,Infantil,Editora Almeida,1983
4344,Mar tempo dados silencio,Allana Nunes,978-5361823327,Romance,Editora Silva,2026
4345,Cidade fogo memoria mar,Dra. Nicole Camargo,978-7520026539,Infantil,Editora Silva,1958
4346,Fogo sombra memoria sombra,Pedro Lucas Souza,978-9468972536,Ficcao Cientifica,Editora Carvalho,1976
4347,Fogo memoria historia cidade,Hadassa Novaes,978-6131129620,Historia,Editora Silva,2013
4348,Mar fogo dados memoria,Lara Pereira,978-5365311243,Ficcao Cientifica,Editora Carvalho,2015
4349,Memoria mundo,Sr. José Miguel da Costa,978-3234803638,Tecnico,Editora Souza,1974
4350,Historia tempo dados,Dr. Thales Ribeiro,978-1820017167,Historia,Editora Oliveira,1998
4351,Sonho sombra cidade,Srta. Rafaela Martins,978-6675458919,Ficcao Cientifica,Editora Costa,1972
4352,Vento memoria,Ayla Cunha,978-2412784711,Infantil,Editora Lima,2009
4353,Mar silencio mar silencio,Luiz Henrique Aragão,978-8132130320,Infantil,Editora Ribeiro,1951
4354,Fogo luz tempo,Larissa Novais,978-7352900525,Romance,Editora Silva,1966
4355,Fogo memoria historia mundo,Diego Gomes,978-5276082554,Ficcao Cientifica,Editora Souza,1987
4356,Silencio memoria,Miguel Mendes,978-2220963445,Ficcao Cientifica,Editora Ribeiro,1957
4357,Mundo memoria,Julia Fernandes,978-4946432805,Ficcao Cientifica,Editora Carvalho,1970
4358,Mar silencio tempo silencio,Yasmin Mendes,978-7750663755,Historia,Editora Lima,1990
4359,Mundo mar vento,Lorena Gonçalves,978-9115627821,Fantasia,Editora Gomes,1990
4360,Historia historia,Maria Fernanda Macedo,978-5346130599,Romance,Editora Almeida,2023
4361,Mar vento dados luz,Nina Sampaio,978-2650206183,Romance,Editora Oliveira,1969
4362,Cidade vento dados,Maria Laura Souza,978-1991785045,Historia,Editora Souza,1980
4363,Silencio mundo cidade mar,Srta. Juliana Andrade,978-1072401000,Infantil,Editora Pereira,1951
4364,Vento sombra tempo historia,Sr. Arthur Miguel Pimenta,978-6850039777,Infantil,Editora Gomes,2025
4365,Historia sonho,Nina Aragão,978-4265529386,Romance,Editora Ribeiro,1967
4366,Historia sonho tempo tempo,Sra. Mariana Vieira,978-1520368375,Romance,Editora Lima,1962
4367,Mar luz,Giovanna Cirino,978-8771110973,Romance,Editora Souza,2024
4368,Sombra tempo,Ravi Cunha,978-6936094034,Poesia,Editora Almeida,1963
4369,Mar historia,Maria Cecília Pacheco,978-1780228624,Fantasia,Editora Costa,1971
4370,Memoria fogo luz dados,Thales Barros,978-1334632984,Romance,Editora Oliveira,1974
4371,Historia memoria sonho sonho,Luiz Henrique Souza,978-1520005232,Historia,Editora Oliveira,2019
4372,Silencio mar leitura,Sr. Leandro Ribeiro,978-6096498803,Fantasia,Editora Silva,1972
4373,Leitura memoria,Daniel Aragão,978-3652602906,Infantil,Editora Souza,1956
4374,Sonho leitura fogo silencio,Maria Júlia Silva,978-2457975388,Ficcao Cientifica,Editora Souza,1950
4375,Fogo cidade mar,Joana Macedo,978-8050309747,Poesia,Editora Oliveira,2019
4376,Sonho tempo,Alice Marques,978-4714945430,Historia,Editora Souza,1988
4377,Memoria leitura fogo silencio,Srta. Olivia Almeida,978-7747461275,Poesia,Editora Ribeiro,1961
4378,Sombra mundo dados,Sra. Júlia Costa,978-3854296346,Historia,Editora Souza,1963
4379,Tempo sonho mundo,Theodoro Macedo,978-4142271072,Biografia,Editora Gomes,1956
4380,Vento tempo,Sr. Antônio Souza,978-4969899609,Tecnico,Editora Pereira,2021
4381,Historia silencio dados sombra,Théo Aragão,978-6789343317,Poesia,Editora Silva,1953
4382,Mar mundo vento historia,Maria Sophia Duarte,978-8325224507,Romance,Editora Almeida,1968
4383,Memoria vento fogo mundo,Sr. João Pedro Cavalcanti,978-7914473725,Romance,Editora Oliveira,1956
4384,Vento luz sombra luz,Srta. Maria Isis Moraes,978-8432353736,Historia,Editora Souza,2004
4385,Silencio leitura historia,Sr. Pedro Costa,978-1081309201,Fantasia,Editora Almeida,2023
4386,Historia luz sonho,Dr. Theo Cassiano,978-1868190817,Ficcao Cientifica,Editora Oliveira,1989
4387,Fogo cidade sonho dados,Vicente Pacheco,978-1848828153,Infantil,Editora Lima,2020
4388,Cidade mar silencio sombra,Bella Ramos,978-4553910461,Historia,Editora Silva,1967
4389,Historia mar memoria luz,Ágatha da Cruz,978-2240875466,Fantasia,Editora Oliveira,2001
4390,Sombra silencio,Anna Liz Lopes,978-8114967704,Fantasia,Editora Silva,1962
4391,Sonho sombra memoria,Marcelo Rios,978-3802370100,Romance,Editora Ribeiro,1983
4392,Leitura fogo sonho dados,Heloisa Pereira,978-2750079430,Fantasia,Editora Carvalho,2019
4393,Memoria cidade,Caroline Barbosa,978-3359177437,Fantasia,Editora Gomes,1954
4394,Vento memoria sombra,Antonella Campos,978-8627150192,Ficcao Cientifica,Editora Gomes,1968
4395,Leitura historia sombra fogo,Maitê Moreira,978-3204297399,Fantasia,Editora Costa,1978
4396,Luz mundo mundo,Dra. Elisa da Mota,978-7633280741,Biografia,Editora Silva,1967
4397,Fogo cidade mar,Pedro Lucas Rezende,978-1847053058,Romance,Editora Oliveira,1956
4398,Luz memoria historia dados,Ana Lívia Souza,978-8055189643,Infantil,Editora Almeida,2017
4399,Mundo tempo,Vitor Gabriel da Cruz,978-2097162402,Fantasia,Editora Almeida,2005
4400,Memoria fogo silencio,Benjamin Sá,978-2565937353,Historia,Editora Gomes,1982
4401,Mundo sonho fogo sonho,Rhavi Fonseca,978-5444153448,Poesia,Editora Pereira,1988
4402,Memoria fogo memoria sonho,Rodrigo Borges,978-3947605675,Historia,Editora Pereira,1990
4403,Tempo fogo leitura,Enzo Castro,978-3260453952,Romance,Editora Souza,2007
4404,Fogo silencio tempo fogo,Maria Liz Peixoto,978-1564242222,Biografia,Editora Costa,1968
4405,Vento fogo luz vento,Joaquim Lopes,978-9045296896,Romance,Editora Carvalho,2002
4406,Mundo dados silencio tempo,Matteo da Mota,978-8072460371,Romance,Editora Pereira,2006
4407,Vento vento sombra memoria,Henry da Conceição,978-2224317207,Tecnico,Editora Costa,2019
4408,Silencio historia mar vento,Rafael Nogueira,978-4943293018,Romance,Editora Almeida,2022
4409,Luz leitura,Manuela Fogaça,978-1705029361,Romance,Editora Ribeiro,2025
4410,Tempo sombra historia mundo,Jade Rocha,978-5223506019,Poesia,Editora Lima,1998
4411,Silencio silencio luz,Carolina Garcia,978-2675870586,Tecnico,Editora Lima,1978
4412,Dados vento,Ryan Marques,978-1830461880,Fantasia,Editora Silva,1960
4413,Sombra silencio tempo,Sra. Gabrielly Almeida,978-5349514311,Ficcao Cientifica,Editora Almeida,1992
4414,Sombra fogo tempo silencio,Catarina Costa,978-5689092159,Tecnico,Editora Gomes,1976
4415,Fogo historia memoria,Ana Clara da Costa,978-3166548470,Ficcao Cientifica,Editora Carvalho,1999
4416,Luz sonho,Otávio Fonseca,978-7258700973,Ficcao Cientifica,Editora Lima,1965
4417,Silencio luz sombra,Théo Vasconcelos,978-8247625162,Ficcao Cientifica,Editora Gomes,2001
4418,Dados sombra mundo,Maria Fernanda Ferreira,978-6341290282,Infantil,Editora Ribeiro,2000
4419,Cidade leitura,Theo Câmara,978-1361779117,Infantil,Editora Lima,2008
4420,Sombra fogo mundo fogo,Catarina Ramos,978-6083846878,Tecnico,Editora Lima,1969
4421,Tempo tempo,Levi Barbosa,978-6157623598,Historia,Editora Oliveira,2014
4422,Leitura luz sombra,Raquel Rezende,978-3262643735,Poesia,Editora Carvalho,1986
4423,Cidade vento tempo,Antonella Moraes,978-5592202100,Ficcao Cientifica,Editora Costa,1981
4424,Memoria dados leitura,Mirella da Cunha,978-7120331299,Infantil,Editora Silva,1997
4425,Tempo memoria,Jade da Luz,978-9581826419,Romance,Editora Almeida,2020
4426,Sonho leitura sombra vento,Srta. Helena Campos,978-9827791830,Ficcao Cientifica,Editora Souza,2015
4427,Sombra tempo mar,Camila Azevedo,978-7416702081,Romance,Editora Ribeiro,1997
4428,Sombra tempo sombra,Benjamin Rezende,978-1110152805,Biografia,Editora Costa,1971
4429,Historia mar sonho,Rafaela da Cruz,978-7146266235,Romance,Editora Gomes,1962
4430,Vento historia leitura cidade,Carlos Eduardo Santos,978-6255791622,Infantil,Editora Almeida,2005
4431,Cidade mundo fogo,Dra. Melina Ferreira,978-5534940717,Tecnico,Editora Silva,2012
4432,Cidade vento,Valentina Câmara,978-6133642320,Infantil,Editora Gomes,2002
4433,Tempo cidade,Murilo Mendes,978-8294180558,Infantil,Editora Gomes,1965
4434,Tempo dados historia,João Felipe Ferreira,978-5972692057,Romance,Editora Oliveira,1975
4435,Silencio fogo memoria,Sra. Melissa Leão,978-9278007251,Ficcao Cientifica,Editora Oliveira,1984
4436,Tempo fogo leitura cidade,Juan Moreira,978-7143876769,Historia,Editora Oliveira,2004
4437,Tempo sonho,Lívia da Cunha,978-1313944745,Historia,Editora Almeida,2011
4438,Sonho leitura mar mundo,Caroline Cardoso,978-5367615313,Poesia,Editora Costa,1980
4439,Leitura luz sombra sonho,Benjamim Correia,978-3075764056,Fantasia,Editora Costa,1955
4440,Sonho luz leitura fogo,Vicente Farias,978-3300222413,Historia,Editora Lima,1957
4441,Fogo sombra memoria,Heloisa Novaes,978-6079896627,Poesia,Editora Ribeiro,1996
4442,Memoria fogo leitura,Sara Andrade,978-1272804667,Biografia,Editora Silva,2019
4443,Cidade silencio luz mar,Dr. Ryan Lopes,978-2653170484,Historia,Editora Silva,1983
4444,Sonho tempo,Ana Laura Castro,978-8601208849,Romance,Editora Lima,1959
4445,Sombra vento vento,Guilherme da Cunha,978-1419604454,Biografia,Editora Lima,1975
4446,Tempo mar luz,Emanuella da Cruz,978-9313405444,Romance,Editora Silva,1987
4447,Sonho dados mar mar,Caio Carvalho,978-4942339065,Fantasia,Editora Gomes,1983
4448,Fogo mar memoria memoria,Pedro Lucas Novaes,978-7377152839,Historia,Editora Pereira,1956
4449,Tempo sonho,Théo Barros,978-3533528221,Infantil,Editora Souza,1977
4450,Fogo fogo sonho historia,Thiago Viana,978-3956863811,Fantasia,Editora Pereira,1983
4451,Tempo luz sonho mar,Ana Liz Costa,978-3652627504,Fantasia,Editora Gomes,1975
4452,Dados leitura fogo memoria,João Guilherme das Neves,978-7873868813,Romance,Editora Souza,1985
4453,Luz sonho vento cidade,Ana Cecília Silveira,978-6562243578,Ficcao Cientifica,Editora Lima,2004
4454,Sombra mundo,Olívia Correia,978-5496832996,Romance,Editora Ribeiro,1960
4455,Mundo silencio cidade,Heloisa da Rocha,978-2870211729,Tecnico,Editora Gomes,1981
4456,Sonho mundo,Sr. Matteo Duarte,978-6807084561,Historia,Editora Costa,2000
4457,Sonho vento luz cidade,Levi Pastor,978-9760227913,Ficcao Cientifica,Editora Silva,1964
4458,Vento dados silencio,Luiza Santos,978-4030140115,Fantasia,Editora Souza,2004
4459,Fogo historia,Sarah Rocha,978-6676791678,Romance,Editora Costa,1983
4460,Mundo luz,Yago Oliveira,978-9412309559,Romance,Editora Oliveira,1952
4461,Cidade tempo fogo,Luiz Fernando Aparecida,978-1295755044,Historia,Editora Lima,1950
4462,Mar historia mar,Sr. Murilo Sá,978-7920665045,Biografia,Editora Ribeiro,2007
4463,Historia tempo,Maria Sophia Jesus,978-6884307253,Fantasia,Editora Almeida,1979
4464,Vento silencio,Maria Helena Freitas,978-5510180183,Infantil,Editora Carvalho,1957
4465,Dados dados sonho,Juliana Alves,978-7773814055,Romance,Editora Carvalho,2005
4466,Tempo tempo mundo,Alana Albuquerque,978-4300627921,Fantasia,Editora Gomes,1959
4467,Memoria vento leitura,Giovanna Alves,978-8898348026,Fantasia,Editora Lima,1952
4468,Vento leitura dados,Ravi Lucca das Neves,978-3888867082,Biografia,Editora Oliveira,1977
4469,Historia mundo,Arthur Pires,978-1092484781,Tecnico,Editora Gomes,1970
4470,Mar tempo cidade,Sra. Heloisa Pimenta,978-5231984569,Historia,Editora Lima,2026
4471,Mundo luz,João Felipe Peixoto,978-1123045332,Ficcao Cientifica,Editora Pereira,1966
4472,Sombra historia,Yan Sampaio,978-7915713382,Ficcao Cientifica,Editora Silva,1985
4473,Tempo mar,Benjamin da Conceição,978-9919607071,Infantil,Editora Ribeiro,1978
4474,Historia leitura silencio leitura,Ian Ramos,978-9061981921,Biografia,Editora Lima,2013
4475,Luz mar cidade mundo,Vicente Correia,978-6430485172,Infantil,Editora Gomes,2004
4476,Sombra mar historia fogo,Nina da Mata,978-1892223254,Poesia,Editora Gomes,1976
4477,Dados mundo mar,Yuri da Mata,978-9406724626,Biografia,Editora Pereira,2005
4478,Mundo mar vento,Vinícius Duarte,978-2467429012,Historia,Editora Oliveira,1997
4479,Cidade dados tempo tempo,Pedro Lucas Pires,978-8544220159,Biografia,Editora Pereira,1970
4480,Mundo luz vento mar,Maria Cecília Lima,978-2090933061,Romance,Editora Carvalho,1984
4481,Silencio mar,Dr. Lucas Nascimento,978-5487371666,Biografia,Editora Gomes,2025
4482,Memoria tempo memoria mar,Isis Jesus,978-1998111141,Tecnico,Editora Ribeiro,2004
4483,Mar dados,Camila Nogueira,978-7308174466,Biografia,Editora Costa,2023
4484,Vento memoria,Mathias Farias,978-6909099477,Biografia,Editora Lima,1951
4485,Silencio sonho,Pedro Henrique da Costa,978-8319530802,Romance,Editora Silva,2025
4486,Mundo fogo sombra sonho,Sophie Siqueira,978-9487390626,Fantasia,Editora Ribeiro,2024
4487,Vento mundo vento,Luiz Henrique Cavalcante,978-4225842778,Biografia,Editora Ribeiro,1951
4488,Luz mundo sombra mundo,Luan Machado,978-6376332243,Biografia,Editora Souza,1999
4489,Mar dados tempo,Maitê Borges,978-9416050801,Ficcao Cientifica,Editora Ribeiro,1957
4490,Vento vento sonho,Ana Clara Garcia,978-8312619038,Fantasia,Editora Oliveira,2024
4491,Luz mar,Laura Oliveira,978-5756897700,Historia,Editora Ribeiro,2007
4492,Luz fogo historia,Sr. Theo Garcia,978-1869482577,Biografia,Editora Silva,1994
4493,Cidade sombra sonho mar,Matheus Ferreira,978-2631748734,Historia,Editora Pereira,1960
4494,Luz memoria cidade,Sr. Davi Miguel Sousa,978-5563564157,Romance,Editora Gomes,2020
4495,Cidade sonho tempo sonho,Nathan Lopes,978-1508419584,Fantasia,Editora Lima,1974
4496,Sombra historia,Erick Lima,978-8919401269,Infantil,Editora Silva,1973
4497,Sonho memoria vento,Sra. Ana Sophia Pacheco,978-8459026020,Fantasia,Editora Costa,1992
4498,Mar sombra sombra,Nina Lopes,978-6974682845,Tecnico,Editora Lima,1953
4499,Historia silencio,Calebe Santos,978-1414282260,Historia,Editora Oliveira,1985
4500,Mar sombra leitura,Srta. Maria Júlia Leão,978-6474892418,Historia,Editora Ribeiro,1988
4501,Memoria memoria leitura,Levi Abreu,978-2495004897,Historia,Editora Lima,2015
4502,Memoria historia,Dr. Alexandre Farias,978-3711598713,Infantil,Editora Costa,2012
4503,Dados luz,Bella Souza,978-7838491405,Romance,Editora Oliveira,1975
4504,Memoria fogo,Sra. Sarah Porto,978-3188681570,Fantasia,Editora Costa,1969
4505,Sonho historia historia,Maria Luísa Jesus,978-2171081775,Ficcao Cientifica,Editora Gomes,1990
4506,Memoria memoria memoria leitura,Hadassa da Rosa,978-5735714978,Romance,Editora Carvalho,1999
4507,Fogo silencio memoria silencio,Yan Câmara,978-9546488472,Poesia,Editora Ribeiro,1997
4508,Leitura tempo,Davi Miguel Costela,978-9555280766,Infantil,Editora Souza,1999
4509,Leitura memoria,Dra. Sophia da Costa,978-5171415556,Historia,Editora Carvalho,2001
4510,Vento memoria,Dr. Enrico Mendonça,978-9171812634,Infantil,Editora Lima,1964
4511,Mar memoria,Dra. Hadassa Melo,978-3464206528,Historia,Editora Ribeiro,1979
4512,Memoria tempo sonho sonho,Caio Nunes,978-8233881509,Romance,Editora Oliveira,2005
4513,Memoria silencio dados vento,Thomas Rodrigues,978-4878660073,Fantasia,Editora Ribeiro,2019
4514,Fogo cidade tempo vento,André Souza,978-3748762866,Infantil,Editora Pereira,1957
4515,Sonho luz sonho mar,Agatha da Rocha,978-2246314947,Biografia,Editora Pereira,1996
4516,Tempo fogo historia mar,Dr. Arthur Pereira,978-7422531435,Tecnico,Editora Almeida,2005
4517,Luz mundo sonho,Sophia Cavalcanti,978-7531489592,Infantil,Editora Ribeiro,1959
4518,Luz vento mundo,Bento Azevedo,978-4546460213,Ficcao Cientifica,Editora Souza,1975
4519,Mundo cidade mundo mundo,Gustavo Henrique da Paz,978-4448744015,Poesia,Editora Pereira,1956
4520,Leitura fogo vento tempo,Eloá Leão,978-6627009414,Historia,Editora Silva,1968
4521,Mar tempo,Dr. Bryan Carvalho,978-3008190711,Fantasia,Editora Carvalho,1963
4522,Historia leitura luz cidade,Maysa Novaes,978-7471839018,Biografia,Editora Pereira,1985
4523,Mar silencio sonho historia,João Lucas Moraes,978-2860653732,Biografia,Editora Silva,1990
4524,Vento mar,Srta. Maitê Mendes,978-2921380996,Romance,Editora Carvalho,1956
4525,Historia tempo sombra,Leonardo Silva,978-2600379171,Tecnico,Editora Souza,1966
4526,Luz sombra,Isabel Pereira,978-5954584074,Fantasia,Editora Gomes,2003
4527,Silencio fogo,Ana Pereira,978-5091107475,Ficcao Cientifica,Editora Silva,2004
4528,Luz tempo luz,Gael Henrique Farias,978-9234767157,Tecnico,Editora Lima,2013
4529,Mundo cidade,Marcela Siqueira,978-5171456216,Infantil,Editora Souza,1956
4530,Luz memoria luz cidade,Rafael Aragão,978-2517396586,Tecnico,Editora Ribeiro,1966
4531,Sonho memoria cidade,Maria Luiza Farias,978-7681387353,Ficcao Cientifica,Editora Gomes,1961
4532,Cidade vento,Bryan Martins,978-4309095991,Biografia,Editora Ribeiro,1994
4533,Vento sombra fogo leitura,Clarice Mendonça,978-3955464229,Ficcao Cientifica,Editora Gomes,2019
4534,Mar mar,Heitor Moura,978-4269772793,Infantil,Editora Carvalho,1965
4535,Vento sombra historia mundo,Srta. Eloá Pacheco,978-3585671483,Infantil,Editora Pereira,1957
4536,Vento cidade leitura fogo,Sra. Mariah Pinto,978-6858558705,Romance,Editora Lima,1972
4537,Dados dados,Daniel da Cruz,978-4558337388,Fantasia,Editora Gomes,1958
4538,Sonho tempo dados sombra,Vinicius Vargas,978-8111001852,Tecnico,Editora Ribeiro,1993
4539,Dados sonho dados mundo,Isadora da Conceição,978-9165592809,Tecnico,Editora Ribeiro,2003
4540,Tempo sombra,Marcela Silva,978-4636687863,Historia,Editora Silva,1968
4541,Vento tempo historia,Kamilly Vargas,978-6227981958,Biografia,Editora Ribeiro,1974
4542,Vento sombra historia,Rael Moraes,978-4871225004,Romance,Editora Pereira,2010
4543,Leitura historia,Bruno Leão,978-9667259769,Infantil,Editora Lima,1970
4544,Historia sombra sombra fogo,Luiz Henrique da Conceição,978-6299205568,Romance,Editora Souza,1979
4545,Historia silencio leitura,Maria Liz Lopes,978-7439460189,Fantasia,Editora Oliveira,2025
